ss,id,MID,Age,Gender,Edu,SES,Comp2,check_excl,1.11,ALWTS-T_3,Al-W-TS-1,Al-W-TS-2,DONATION-T_3,DONATION,1.12,DONATION-T_3,DONATION,ALWD-T_3,AL-W-TS1,AL-W-TS2,1.21,ALITS-T_3,AL-I-TS1,AL-I-TS2,DONATION-T_3,DONATION,1.22,DONATION-T_3,DONATION,ALID-T_3,AL-I-TS1,AL-I-TS2,2.11,DANWTS-T_3,DAN-W-TS-1,DAN-W-TS-2,DONATION-T_3,DONATION,2.12,DONATION-T_3,DONATION,DANWD-T_3,DAN-W-TS1,DAN-W-TS2,2.21,DANYITS-T_3,DAN-I-TS1,DAN-I-TS2,DONATION-T_3,DONATION,2.22,DONATION-T_3,DONATION,DANYID-T_3,DAN-I-TS1,DAN-I-TS2,3.11,HARRWTS-T_3,HAR-W-TS1,HAR-W-TS2,DONATION-T_3,DONATION,3.12,DONATION-T_3,DONATION,HARWD-T_3,HAR-W-TS1,HAR-W-TS2,3.21,HARITS-T_3,HAR-I-TS1,HAR-I-TS2,DONATION-T_3,DONATION,3.22,DONATION-T_3,DONATION,HARID-T_3,HAR-I-TS1,HAR-I-TS2,4.11,JEFWTS-T_3,JEF-W-TS1,JEF-W-TS2,DONATION-T_3,DONATION,4.12,DONATION-T_3,DONATION,JEFWD-T_3,JEF-W-TS1,JEF-2-TS2,4.21,JAFITS-T_3,JAF-I-TS1,JAF-I-TS2,DONATION-T_3,DONATION,4.22,DONATION-T_3,DONATION,JAFID-T_3,JAF-I-TS1,JAF-I-TS2,5.11,CHADWTS-T_3,CHA-W-TS1,CHA-W-TS2,DONATION-T_3,DONATION,5.12,DONATION-T_3,DONATION,CHADWD-T_3,CHAD-W-TS1,CHAD-W-TS2,5.21,CHAHITS-T_3,CHA-I-TS1,CHA-I-TS2,DONATION-T_3,DONATION,5.22,DONATION_3,DONATION,CHAHID-T_3,CHAH-I-TS1,CHAH-I-TS2,6.11,ADAMWTS-T_3,ADA-W-TS1,ADA-W-TS2,DONATION-T_3,DONATION,6.12,DONATION-T_3,DONATION,ADAMWD-T_3,ADAM-W-TS1,ADAM-W-TS2,6.21,ADNAITS-T_3,ADN-I-TS-1,ADN-I-TS-2,DONATION-T_3,DONATION,6.22,DONATION-T_3,DONATION,ADNAID-T_3,ADNA-I-TS1,ADNA-I-TS2,vignette.eth.order,vignette,vignette_name,eth,eth_name,order,order_name,ts_time,ts_forced,ts_scale,donation_time,donation,ethn_ss,comp_eth,comp_eth_recode,comp_char,Comp2,check_excl,exclude
44,R_3edUlClPetdaPkd,AI76HW5Y45L9J,45,2,4,6,i have read the instructions,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.71,13,46.292,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.12,2,terr,1,white,2,Donation_first,46.292,2,5,26.71,13,6,6,1,2,i have read the instructions,0,0
45,R_32R9mzNaDVkoY1i,A3FSGPLF5HJNC5,25,2,6,6,I have read the instructions ,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.794,20,42.691,1,8,,,,,,,,,,,,,,,,,,,,,,,,,5.22,5,minorities,2,immigrant,2,Donation_first,42.691,1,8,16.794,20,6,5,2,2,I have read the instructions ,0,0
46,R_1Cxteb0SB1xTe5e,A34DZ86N7QPA8H,34,2,3,5,I have read the instructions,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.67,2,5,14.952,16,,,,,,,6.21,6,police,2,immigrant,1,TS_first,46.67,2,5,14.952,16,6,5,2,2,I have read the instructions,0,0
47,R_1BWVxvdUWLTBuyL,A1CIW92DX5V8FD,72,2,6,4,I have read the instructions,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.318,2,8,54.375,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.21,4,alcohol,2,immigrant,1,TS_first,64.318,2,8,54.375,15,1,5,2,2,I have read the instructions,0,1
48,R_5cjpzkgHzhzTqX7,A21FSF2MCK11IR,25,1,4,7,I have read the instructions,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.058,2,6,5.498,12,,,,,,,,,,,,,,,,,,,6.11,6,police,1,white,1,TS_first,66.058,2,6,5.498,12,6,6,1,2,I have read the instructions,0,0
49,R_6msHjCSDV1Vf9uN,A2YJL069PIGCDS,23,1,5,8,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.578,15,52.33,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.22,4,alcohol,2,immigrant,2,Donation_first,52.33,2,3,14.578,15,6,5,2,2,,1,1
50,R_1HoUSDqqTV5BxgY,ADR5OUGC0N9BB,40,1,5,8,I have read the instructions,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.014,1,9,13.694,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.21,4,alcohol,2,immigrant,1,TS_first,48.014,1,9,13.694,12,6,5,2,2,I have read the instructions,0,0
51,R_1jkyIuKjPN19VUc,A15SPRQ2HRRZMQ,23,1,5,5,I have read the instructions,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.903,16,21.038,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.22,2,terr,2,immigrant,2,Donation_first,21.038,2,4,32.903,16,5,5,2,2,I have read the instructions,0,1
52,R_2CksiT3IedhWkTG,A19826YJ07NOJT,28,2,6,5,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.737,2,7,26.195,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.11,3,biz,1,white,1,TS_first,48.737,2,7,26.195,16,6,6,1,2,,1,1
53,R_XoYxrnFgryzUw3D,A3TB2EGFXLYN4V,34,2,6,5,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.402,12,45.755,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.22,2,terr,2,immigrant,2,Donation_first,45.755,2,7,17.402,12,6,5,2,2,,1,1
54,R_1KsdSXvAQIb4o8p,AY5D9RA8FUZFQ,22,2,2,7,I have read the instructions,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.775,2,3,56.327,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.21,2,terr,2,immigrant,1,TS_first,15.775,2,3,56.327,16,6,6,1,2,I have read the instructions,0,1
55,R_3kaEYTNIRMp5sj9,A37GOGQDYDT44K,27,2,4,5,I have read the instructions ,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.496,1,9,21.978,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.11,4,alcohol,1,white,1,TS_first,44.496,1,9,21.978,16,1,1,0,2,I have read the instructions ,0,1
56,R_1GQfjiisGCb7Tkh,A2K1FEPBGBOQ69,45,2,6,5,i have read the instructions,0,,,,,,,,,,,,,,,,,,,,,,,,,,77.277,1,5,33.976,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.11,2,terr,1,white,1,TS_first,77.277,1,5,33.976,12,3,6,1,2,i have read the instructions,0,1
57,R_3QQpKgxAOP31OMj,AVQEIHW9VYP8X,34,2,4,4,I have read the instructions,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.004,1,7,19.837,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.11,5,minorities,1,white,1,TS_first,66.004,1,7,19.837,12,6,6,1,2,I have read the instructions,0,0
58,R_30wWm5HHmydWjGw,ARVSVYBL46LC9,59,2,4,9,I have read the instructions,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.561,16,65.352,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.22,3,biz,2,immigrant,2,Donation_first,65.352,1,9,14.561,16,6,6,1,2,I have read the instructions,0,1
59,R_2tKCON3XTuBxlyx,A1M1YF9HV60H74,41,1,4,8,I have read the instructions,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.195,16,34.466,2,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.12,3,biz,1,white,2,Donation_first,34.466,2,8,14.195,16,6,6,1,2,I have read the instructions,0,0
60,R_CdbckcneZoFpNHr,A3ATHF6XCV6VG3,45,1,4,8,I have read the instructions,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.253,12,64.223,1,9,,,,,,,,,,,,,6.12,6,police,1,white,2,Donation_first,64.223,1,9,34.253,12,6,6,1,2,I have read the instructions,0,0
61,R_1LcKMyJyg5Panj9,A3N3GGRTTDFKLF,42,1,4,8,I have read the instructions,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.867,16,39.075,1,5,6.22,6,police,2,immigrant,2,Donation_first,39.075,1,5,41.867,16,6,5,2,2,I have read the instructions,0,0
62,R_27W0GVbRzBWQJ5g,A2D4GE1MKIOZTN,34,2,6,5,I have read the instructions ,0,,,,,,,,,,,,,,17.7,1,9,15.255,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.21,1,dad,2,immigrant,1,TS_first,17.7,1,9,15.255,16,1,5,2,2,I have read the instructions ,0,1
63,R_263yjT7iwMos3gu,A2PXJTMWGUE5DC,56,,5,5,I have read the instructions,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.959,2,9,21.037,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.21,3,biz,2,immigrant,1,TS_first,60.959,2,9,21.037,12,6,6,1,2,I have read the instructions,0,1
64,R_1drSnwWtgfMtbxa,A3ON3137RY8LPM,32,1,5,7,,1,,,,,,,,26.102,18,57.149,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.12,1,dad,1,white,2,Donation_first,57.149,2,3,26.102,18,3,3,0,2,,1,1
65,R_UaOPjKuKk0P0io9,A2M4YIC3XU2693,59,2,4,4,I have read the instructions.,0,,47.163,2,5,20.309,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.11,1,dad,1,white,1,TS_first,47.163,2,5,20.309,16,6,6,1,2,I have read the instructions.,0,0
66,R_Tw6fZreO3Orv7sR,A1W6QMSIKZS5MZ,41,2,7,2,I have read the instructions,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.779,16,57.517,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.12,4,alcohol,1,white,2,Donation_first,57.517,1,7,21.779,16,6,6,1,2,I have read the instructions,0,0
67,R_1gpSGQsqSaTNhlM,A27ZUYM8KVK5YF,27,2,5,5,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.608,12,23.015,2,6,,,,,,,,,,,,,6.12,6,police,1,white,2,Donation_first,23.015,2,6,11.608,12,6,2,0,2,,1,1
68,R_2aXgI789Fsut0cD,A34BOPR4135GZ5,42,1,3,5,,1,,,,,,,,,,,,,,,,,,,,22.387,12,101.816,2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.22,1,dad,2,immigrant,2,Donation_first,101.816,2,9,22.387,12,6,6,1,2,,1,1
69,R_1E41yjFAPle0WoY,A16UAN46CNIRHY,42,2,5,5,I have read the instructions,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.623,1,9,14.274,12,,,,,,,6.21,6,police,2,immigrant,1,TS_first,44.623,1,9,14.274,12,1,1,0,2,I have read the instructions,0,1
70,R_1QydwVttZLhKgRZ,AI059RTGUJQBY,30,2,4,8,I have read the instructions,0,,,,,,,,,,,,,,,,,,,,14.43,16,30.892,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.22,1,dad,2,immigrant,2,Donation_first,30.892,1,9,14.43,16,6,6,1,2,I have read the instructions,0,1
71,R_3gY5OfkMy7DZjNe,A1UWHKU6VOA9DC,28,2,6,5,I have read the instructions.,0,,,,,,,,,,,,,,,,,,,,,,,,,,38.796,1,6,23.44,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.11,2,terr,1,white,1,TS_first,38.796,1,6,23.44,12,6,6,1,2,I have read the instructions.,0,0
72,R_3JtkR9wdAZ64XlJ,A21MBO2MO3CS6O,30,1,4,6,I have read the instructions,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.228,1,7,15.753,16,,,,,,,,,,,,,,,,,,,6.11,6,police,1,white,1,TS_first,32.228,1,7,15.753,16,6,6,1,2,I have read the instructions,0,0
73,R_24dD9tlBLq1uui0,A3793ZTAPULNYN,18,2,2,5,I have read the instructions ,0,,,,,,,,30.38,12,19.472,2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.12,1,dad,1,white,2,Donation_first,19.472,2,9,30.38,12,1,1,0,2,I have read the instructions ,0,1
74,R_1IvjtzoLvjGrmuI,A3V70AZ39FPZ5V,19,2,4,4,I have read the instructions,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.669,19,17.17,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.22,3,biz,2,immigrant,2,Donation_first,17.17,1,7,7.669,19,3,5,2,2,I have read the instructions,0,1
75,R_2fjIWoXAq36Ztch,A2NUQ8ZRKH654X,26,1,4,3,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.991,2,6,2.83,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.11,5,minorities,1,white,1,TS_first,9.991,2,6,2.83,15,7,7,0,3,,1,1
76,R_2amlqg6BB9EIKqV,A1LXW53Z5S9XG,40,1,4,6,i have read the instructions,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.039,2,2,23.779,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.21,3,biz,2,immigrant,1,TS_first,56.039,2,2,23.779,12,6,6,1,2,i have read the instructions,0,1
77,R_3jTpzozRCJfzqOf,A25MM8IKSW3G19,25,2,4,7,I have read the instructions,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.145,16,61.17,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.12,5,minorities,1,white,2,Donation_first,61.17,3,1,14.145,16,1,6,1,2,I have read the instructions,0,1
78,R_3HoGKeoxK144Ar4,ARJWA8FTIXHYB,26,2,6,4,I have read the instructions,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.825,21,75.002,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.12,4,alcohol,1,white,2,Donation_first,75.002,2,7,12.825,21,6,6,1,2,I have read the instructions,0,0
79,R_1LHVDgcFsKagcQj,A3EN7W8469UJ7V,20,1,4,5,I have read the instructions,0,,77.677,2,6,14.892,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.11,1,dad,1,white,1,TS_first,77.677,2,6,14.892,12,6,7,0,2,I have read the instructions,0,1
80,R_1P1RTDsyYbIACmz,ANF5ITBKISQPE,35,2,5,5,I have read the instructions,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.695,16,42.655,1,8,6.22,6,police,2,immigrant,2,Donation_first,42.655,1,8,61.695,16,3,5,2,2,I have read the instructions,0,1
81,R_3KxAQUsnXyV3K7a,A3IKSFTYPBK7SD,20,2,4,4,I have read the instructions,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.724,2,5,12.433,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.21,2,terr,2,immigrant,1,TS_first,34.724,2,5,12.433,16,3,5,2,2,I have read the instructions,0,1
82,R_2y1TtmM4DlPJatN,AKWJ5294VIZRR,54,2,6,6,I have read the instructions,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.824,12,27.029,2,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.12,2,terr,1,white,2,Donation_first,27.029,2,8,16.824,12,6,6,1,2,I have read the instructions,0,0
83,R_2X0eYBa4NQ8Tybp,A1VD6JSPKSCTJB,53,1,4,7,I have read the instructions,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.802,2,4,61.164,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.11,4,alcohol,1,white,1,TS_first,67.802,2,4,61.164,16,6,6,1,2,I have read the instructions,0,0
84,R_10opUy1cCyxEuVz,A1BNQ6H4SJZ2X5,36,1,5,6,I have read the instructions,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.702,12,26.135,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.22,4,alcohol,2,immigrant,2,Donation_first,26.135,1,7,3.702,12,3,5,2,2,I have read the instructions,0,1
85,R_1N1WAqfKprALfHy,AC93AVCHZRXFY,27,1,4,5,I have read the instructions,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.015,16,30.266,2,2,,,,,,,,,,,,,,,,,,,,,,,,,5.22,5,minorities,2,immigrant,2,Donation_first,30.266,2,2,39.015,16,6,5,2,2,I have read the instructions,0,0
86,R_1P8b93SLKSGSvNg,A3MII1KPHLWBA2,35,2,5,4,I have read the instructions,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.809,13,44.553,1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.22,2,terr,2,immigrant,2,Donation_first,44.553,1,8,19.809,13,3,5,2,2,I have read the instructions,0,1
87,R_RQc3oELNxTpjSHT,A3CKD1NOQZTPHB,49,2,5,4,I have read the instructions,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.594,3,4,10.372,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.21,4,alcohol,2,immigrant,1,TS_first,49.594,3,4,10.372,16,6,5,2,2,I have read the instructions,0,0
88,R_3CUBoUcg39vDZ9M,A1YCS8Y1BPXBWY,29,2,2,6,I have read the instructions. ,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.633,1,7,17.987,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.11,3,biz,1,white,1,TS_first,36.633,1,7,17.987,16,6,6,1,2,I have read the instructions. ,0,0
89,R_3qCmosWoQiNcAyQ,A2EASYYCE5BTRX,30,2,5,4,I have read the instructions,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133.799,1,7,13.44,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.21,4,alcohol,2,immigrant,1,TS_first,133.799,1,7,13.44,16,3,5,2,2,I have read the instructions,0,1
90,R_Dqp9n9RR9KKPraN,AB9OKOQAD8OSP,30,1,6,7,I have read the instructions,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.671,12,23.834,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.12,2,terr,1,white,2,Donation_first,23.834,2,6,8.671,12,6,6,1,2,I have read the instructions,0,0
91,R_PTIWrFuA9jOylW1,A1H2F7LO6TXQFX,18,2,2,4,I have read the instructions,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.386,1,6,33.409,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.21,3,biz,2,immigrant,1,TS_first,37.386,1,6,33.409,16,6,5,2,2,I have read the instructions,0,0
92,R_3EROgFzydwSkn8c,AQJ7UUVEIWVNW,31,1,2,8,I have read the instructions,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.313,1,7,14.135,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.21,2,terr,2,immigrant,1,TS_first,24.313,1,7,14.135,16,6,5,2,2,I have read the instructions,0,0
